Address,Latitude,Longitude,Property Type,Bedrooms,Bathrooms,Parking Spaces,Price,Auction Date,Description,Agent Name,Agent Phone,Image URL
"7XRQ+FV Strathdownie VIC, Australia",-37.70882711227418,140.98965569791773,Apartment,5,3,1,"$459,009",,A beautiful property located in the heart of VIC.,Agent 904,+61 483 820 615,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.70882711227418,140.98965569791773&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"M988+X8 Urana NSW, Australia",-35.33256546665696,146.365812486125,Unit,1,3,2,"$1,785,723",Sun 03 Nov 03:03 AM,A beautiful property located in the heart of VIC.,Agent 580,+61 496 593 747,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.33256546665696,146.365812486125&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"8H98+C3 Hedley VIC, Australia",-38.681445284745685,146.5652408843875,House,4,3,1,"$869,250",Sun 03 Nov 03:03 AM,A beautiful property located in the heart of VIC.,Agent 794,+61 434 516 464,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.681445284745685,146.5652408843875&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"XG2C+P5 Mallee NSW, Australia",-34.04818783495012,142.52049265914383,Apartment,4,1,1,"$871,003",,A beautiful property located in the heart of VIC.,Agent 374,+61 406 209 118,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.04818783495012,142.52049265914383&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"VXFM+9Q Durham Ox VIC, Australia",-36.12650313046228,143.98440516065438,Apartment,2,2,2,"$916,912",,A beautiful property located in the heart of VIC.,Agent 159,+61 428 284 329,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.12650313046228,143.98440516065438&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"X2HC+5H Brumby VIC, Australia",-37.02203280562456,148.02144683224807,Unit,4,2,2,"$919,834",,A beautiful property located in the heart of VIC.,Agent 959,+61 404 167 666,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.02203280562456,148.02144683224807&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"Q4QG+WM Buckley VIC, Australia",-38.21015736283176,144.12663258605122,Unit,4,2,2,"$1,247,194",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 111,+61 415 423 302,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.21015736283176,144.12663258605122&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"H86W+G3 Lerderderg VIC, Australia",-37.43863804420922,144.34520570884808,House,1,2,2,"$1,352,800",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 481,+61 448 386 439,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.43863804420922,144.34520570884808&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RHCCH5H+6W,-38.59195501931397,148.57982831427177,Unit,1,1,1,"$675,690",,A beautiful property located in the heart of VIC.,Agent 416,+61 403 935 782,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.59195501931397,148.57982831427177&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RHCVPW4+94,-38.10401013230537,148.7053029874606,Apartment,5,3,3,"$1,956,194",,A beautiful property located in the heart of VIC.,Agent 193,+61 455 675 622,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.10401013230537,148.7053029874606&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"P98Q+PV Cape Bridgewater VIC, Australia",-38.283248471800405,141.38968340193344,House,2,3,2,"$1,955,156",,A beautiful property located in the heart of VIC.,Agent 697,+61 426 532 794,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.283248471800405,141.38968340193344&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"67V9+C7 Nurenmerenmong NSW, Australia",-35.75640204927314,148.26813945417302,House,5,2,1,"$1,587,255",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 829,+61 491 569 930,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.75640204927314,148.26813945417302&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"M99W+8G Burraboi NSW, Australia",-35.33165930907148,144.39633356118003,Unit,1,2,2,"$795,514",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 482,+61 441 489 710,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.33165930907148,144.39633356118003&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"W4W3+QH Collingullie NSW, Australia",-35.05304945531759,147.1039845454856,Unit,3,1,3,"$1,658,890",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 605,+61 490 442 946,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.05304945531759,147.1039845454856&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"H8WJ+28 Iraak VIC, Australia",-34.4049644950604,142.33076413385754,Unit,3,2,1,"$1,031,349",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 139,+61 483 523 219,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.4049644950604,142.33076413385754&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"RW7C+3J Wonuarra SA, Australia",-34.18725542175957,140.9215019716124,Apartment,2,2,2,"$1,169,656",,A beautiful property located in the heart of VIC.,Agent 932,+61 431 282 330,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.18725542175957,140.9215019716124&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ3458W+7M,-34.88433709787929,141.19669689575653,House,5,2,2,"$1,993,989",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 597,+61 416 138 646,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.88433709787929,141.19669689575653&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"PXC8+42 Urana NSW, Australia",-35.27966258395636,145.9651144925745,Apartment,2,3,2,"$1,257,856",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 639,+61 449 738 664,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.27966258395636,145.9651144925745&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"RJ8G+52 Tongio VIC, Australia",-37.18457262539164,147.62508081368134,Apartment,2,3,3,"$1,738,268",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 108,+61 412 750 966,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.18457262539164,147.62508081368134&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"R96R+3V Nareewillock VIC, Australia",-36.189783141282156,143.39224256246104,Apartment,4,3,3,"$794,564",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 925,+61 464 659 420,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.189783141282156,143.39224256246104&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"5R6X+WC Booroorban NSW, Australia",-34.837649033176525,144.848571542767,Unit,4,1,3,"$1,120,443",,A beautiful property located in the heart of VIC.,Agent 240,+61 435 349 361,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.837649033176525,144.848571542767&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"569C+QR Bringalbert VIC, Australia",-36.83058560336258,141.22203897036255,House,3,2,1,"$508,213",,A beautiful property located in the heart of VIC.,Agent 601,+61 480 372 228,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.83058560336258,141.22203897036255&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"H249+XV Maude NSW, Australia",-34.44254965193515,144.01971355463246,Apartment,5,1,3,"$1,141,371",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 960,+61 401 416 656,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.44254965193515,144.01971355463246&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"8XGR+WC Savernake NSW, Australia",-35.67263414983435,145.99104443116758,Apartment,2,1,3,"$1,758,323",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 427,+61 469 658 512,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.67263414983435,145.99104443116758&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"4328+9C Nurrabiel VIC, Australia",-36.899095300507,142.06601001033016,Unit,3,1,3,"$887,835",,A beautiful property located in the heart of VIC.,Agent 162,+61 443 765 918,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.899095300507,142.06601001033016&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"V4Q5+8M Wulgulmerang West VIC, Australia",-37.1117017293475,148.10919681653303,Apartment,4,2,1,"$1,358,888",,A beautiful property located in the heart of VIC.,Agent 478,+61 475 386 409,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.1117017293475,148.10919681653303&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"5VV6+5C Benambra VIC, Australia",-36.80706850625449,147.86109782707436,Apartment,1,1,3,"$1,290,965",,A beautiful property located in the heart of VIC.,Agent 282,+61 417 486 379,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.80706850625449,147.86109782707436&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"F67Q+XH Anglesea VIC, Australia",-38.53511348329375,144.2389420934876,Unit,5,2,2,"$1,729,220",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 672,+61 448 280 591,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.53511348329375,144.2389420934876&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"RV8W+R2 Bessiebelle VIC, Australia",-38.182894550855636,141.89510099408537,Unit,4,1,1,"$1,521,404",,A beautiful property located in the heart of VIC.,Agent 233,+61 470 366 128,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.182894550855636,141.89510099408537&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"PRVW+3Q Clunes VIC, Australia",-37.257300501159605,143.84688838675007,Apartment,1,3,2,"$1,674,970",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 143,+61 469 166 867,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.257300501159605,143.84688838675007&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG7W2W5+V4,-39.05279489429502,145.00776520118185,Unit,2,3,3,"$1,495,276",,A beautiful property located in the heart of VIC.,Agent 688,+61 489 864 411,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.05279489429502,145.00776520118185&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"8W8H+JP Keri Keri NSW, Australia",-34.683454399600464,143.92931321415998,House,1,2,2,"$1,444,436",,A beautiful property located in the heart of VIC.,Agent 781,+61 497 257 659,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.683454399600464,143.92931321415998&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"QFJ8+F4 Buckrabanyule VIC, Australia",-36.2188454800037,143.4653130991075,Unit,3,3,1,"$1,022,511",,A beautiful property located in the heart of VIC.,Agent 250,+61 451 590 962,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.2188454800037,143.4653130991075&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH3953X+JX,-38.645947898336324,141.19993849267715,Apartment,2,3,2,"$1,721,306",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 450,+61 481 454 623,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.645947898336324,141.19993849267715&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"G3QV+JR Shoreham VIC, Australia",-38.46087851615967,145.09455333230756,Apartment,1,1,1,"$1,650,933",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 547,+61 461 886 166,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.46087851615967,145.09455333230756&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"H8VG+WH Maude NSW, Australia",-34.40521796293516,144.3264682630329,Unit,2,2,1,"$842,429",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 454,+61 421 772 972,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.40521796293516,144.3264682630329&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RHCC4WC+C8,-38.55398657530933,148.12079061895736,House,1,3,3,"$1,164,238",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 461,+61 427 977 188,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.55398657530933,148.12079061895736&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"2R4H+PJ Boole Poole VIC, Australia",-37.99321854381,147.8291171266584,Apartment,4,2,3,"$934,886",,A beautiful property located in the heart of VIC.,Agent 869,+61 402 758 295,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.99321854381,147.8291171266584&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RHCV9JX+6R,-38.11946912756432,148.39954802204443,Unit,2,3,2,"$1,480,517",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 515,+61 436 466 202,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.11946912756432,148.39954802204443&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ6XPJH+GH,-34.018627352846735,144.728916186412,Apartment,5,3,2,"$633,885",,A beautiful property located in the heart of VIC.,Agent 894,+61 445 626 736,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.018627352846735,144.728916186412&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"Q9RR+MV Amphitheatre VIC, Australia",-37.20834491638595,143.3921563670966,Apartment,1,1,1,"$637,785",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 241,+61 482 926 310,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.20834491638595,143.3921563670966&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"HMX3+FV Minyip VIC, Australia",-36.4013385482368,142.65470968381015,Apartment,3,3,3,"$1,096,978",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 380,+61 493 346 885,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.4013385482368,142.65470968381015&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"WGCR+P7 Glenhope VIC, Australia",-37.078216559993926,144.54066048256732,Unit,4,1,3,"$991,785",,A beautiful property located in the heart of VIC.,Agent 110,+61 476 158 294,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.078216559993926,144.54066048256732&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"R6JC+Q3 Mitiamo VIC, Australia",-36.16811182474271,144.2201457520315,Unit,3,3,2,"$1,116,379",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 886,+61 428 367 254,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.16811182474271,144.2201457520315&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"82CW+22 Teal Point VIC, Australia",-35.679937666855324,144.04500199278291,Apartment,2,3,3,"$1,784,409",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 300,+61 451 241 933,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.679937666855324,144.04500199278291&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"65M7+PP Baw Baw VIC, Australia",-37.76565185838401,146.16431315887905,Apartment,3,2,2,"$734,018",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 338,+61 408 448 475,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.76565185838401,146.16431315887905&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ56FMX+9C,-34.766553824260306,143.4985558710432,House,3,3,2,"$586,018",,A beautiful property located in the heart of VIC.,Agent 336,+61 473 691 965,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.766553824260306,143.4985558710432&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"W2CC+GG Joel South VIC, Australia",-37.07872452924599,143.02134284525508,House,4,2,2,"$711,542",,A beautiful property located in the heart of VIC.,Agent 595,+61 440 401 381,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.07872452924599,143.02134284525508&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ6WVF3+WG,-34.07523294242269,144.8538226003605,Apartment,2,2,3,"$522,183",,A beautiful property located in the heart of VIC.,Agent 557,+61 418 586 289,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.07523294242269,144.8538226003605&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"J8R9+Q9 Chetwynd VIC, Australia",-37.358115537184325,141.3184120920011,House,1,2,2,"$1,416,473",Sun 03 Nov 03:04 AM,A beautiful property located in the heart of VIC.,Agent 489,+61 425 882 863,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.358115537184325,141.3184120920011&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"9R9M+RR Lake Bolac VIC, Australia",-37.630477697706965,142.8345993441314,House,3,2,3,"$803,451",,A beautiful property located in the heart of VIC.,Agent 250,+61 434 657 442,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.630477697706965,142.8345993441314&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"MC9Q+5V Connewarre VIC, Australia",-38.33205368480077,144.4396576363598,Apartment,1,2,1,"$1,109,859",,A beautiful property located in the heart of VIC.,Agent 453,+61 404 622 410,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.33205368480077,144.4396576363598&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"1514 McClure Rd, Yenda NSW 2681, Australia",-34.23500689193753,146.21097941499875,House,5,3,3,"$1,586,845",,A beautiful property located in the heart of VIC.,Agent 986,+61 462 797 935,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.23500689193753,146.21097941499875&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"6C4W+CV Longwood VIC, Australia",-36.7939316411091,145.44716848778972,Apartment,3,2,2,"$1,429,813",,A beautiful property located in the heart of VIC.,Agent 887,+61 497 803 467,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.7939316411091,145.44716848778972&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"F6F3+JJ Gaffneys Creek VIC, Australia",-37.52594190339977,146.20405718602277,House,4,2,1,"$788,776",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 557,+61 451 898 872,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.52594190339977,146.20405718602277&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"99HX+9H Kooreh VIC, Australia",-36.62152745312072,143.39889952663754,Unit,2,3,3,"$761,476",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 621,+61 410 106 391,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.62152745312072,143.39889952663754&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"FQPV+8H Upotipotpon VIC, Australia",-36.51421895798375,145.79388348005176,Apartment,2,2,2,"$1,282,382",,A beautiful property located in the heart of VIC.,Agent 247,+61 467 171 976,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.51421895798375,145.79388348005176&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"FWQR+QH Bulart VIC, Australia",-37.51059150333139,141.9414770712041,Unit,1,1,2,"$1,202,504",,A beautiful property located in the heart of VIC.,Agent 687,+61 433 410 956,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.51059150333139,141.9414770712041&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"P25G+HJ Panitya VIC, Australia",-35.29110857144937,141.02655359228228,Apartment,2,1,1,"$481,227",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 938,+61 496 769 508,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.29110857144937,141.02655359228228&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"Q24X+PH Panitya VIC, Australia",-35.243176012053546,141.04898965732548,House,5,2,2,"$1,897,848",,A beautiful property located in the heart of VIC.,Agent 960,+61 433 256 816,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.243176012053546,141.04898965732548&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH37GX4+53,-38.70205917775001,141.50516404037845,House,4,3,1,"$1,762,682",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 716,+61 422 269 179,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.70205917775001,141.50516404037845&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH96W5Q+G6,-38.79113085172292,147.93806023453098,House,1,1,2,"$790,006",,A beautiful property located in the heart of VIC.,Agent 345,+61 413 446 861,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.79113085172292,147.93806023453098&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"W7QR+CM Wulgulmerang VIC, Australia",-37.061458273619174,148.29163437571754,Unit,2,2,2,"$705,057",,A beautiful property located in the heart of VIC.,Agent 706,+61 427 345 998,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.061458273619174,148.29163437571754&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"5H3F+X8 Rose River VIC, Australia",-36.845011367677635,146.5733009972451,Apartment,3,3,1,"$1,669,374",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 976,+61 492 500 645,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.845011367677635,146.5733009972451&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"46R5+JC Beulah VIC, Australia",-35.858469927201064,142.20860862411135,House,5,1,2,"$1,929,249",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 528,+61 407 617 951,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.858469927201064,142.20860862411135&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"969X+2R Stoneleigh VIC, Australia",-37.6324288755339,143.24956602379,Unit,1,1,2,"$1,764,198",,A beautiful property located in the heart of VIC.,Agent 214,+61 415 988 265,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.6324288755339,143.24956602379&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"64P2+58 Hattah VIC, Australia",-34.764558863647764,142.10085454222687,Apartment,3,3,3,"$606,393",,A beautiful property located in the heart of VIC.,Agent 325,+61 476 912 508,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.764558863647764,142.10085454222687&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"99 Mistletoe St, Golden Square VIC 3555, Australia",-36.77539549992118,144.23481533454512,House,4,2,2,"$823,081",,A beautiful property located in the heart of VIC.,Agent 147,+61 437 884 157,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.77539549992118,144.23481533454512&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"3G7R+P5 Harefield NSW, Australia",-34.93566025342171,147.5404741044272,Unit,4,2,2,"$786,198",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 461,+61 491 732 871,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.93566025342171,147.5404741044272&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"9695+VC Princetown VIC, Australia",-38.63031370733893,143.20852311329242,Apartment,2,2,1,"$1,476,968",,A beautiful property located in the heart of VIC.,Agent 905,+61 426 251 803,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.63031370733893,143.20852311329242&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ5H993+VW,-34.43034979636255,143.35476068038264,Unit,4,3,1,"$591,641",,A beautiful property located in the heart of VIC.,Agent 117,+61 487 605 492,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.43034979636255,143.35476068038264&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"J6CR+QQ Seaspray VIC, Australia",-38.37802884547473,147.2419863881764,House,1,1,2,"$1,579,911",,A beautiful property located in the heart of VIC.,Agent 575,+61 490 999 949,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.37802884547473,147.2419863881764&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"GQGG+6R Fingal VIC, Australia",-38.474431411879976,144.77703417585658,House,2,2,3,"$1,427,744",,A beautiful property located in the heart of VIC.,Agent 570,+61 465 468 798,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.474431411879976,144.77703417585658&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH9QRHQ+XX,-38.220084483206335,147.8399992630037,Apartment,2,1,2,"$1,989,250",,A beautiful property located in the heart of VIC.,Agent 527,+61 414 624 187,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.220084483206335,147.8399992630037&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"MGPR+8F Mafeking VIC, Australia",-37.314216083932486,142.54116451321477,Apartment,1,2,1,"$545,225",,A beautiful property located in the heart of VIC.,Agent 560,+61 490 186 975,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.314216083932486,142.54116451321477&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"2GX9+5X Gembrook VIC, Australia",-37.95203652349684,145.51996109428498,Unit,4,3,1,"$621,191",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 405,+61 475 507 354,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.95203652349684,145.51996109428498&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
