Address,City,State,Postal Code,Price,Bedrooms,Bathrooms,Parking Spaces,Description,Latitude,Longitude,Image URL,Search Keywords
"124 National Dr, Dandenong South VIC 3175, Australia",Victoria,VIC,3175,$636K,5,2,3,Beautiful residential property located in the heart of Victoria.,-38.042449,145.238864,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.042449,145.238864&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '124', '3175', '5 beds', '2 baths']"
"91 Lincoln Rd, Essendon VIC 3040, Australia",Victoria,VIC,3040,$705K,2,1,1,Beautiful residential property located in the heart of Victoria.,-37.748736,144.90944,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.748736,144.90944&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '91', '3040', '2 beds', '1 baths']"
"25 High St, Melton VIC 3337, Australia",Victoria,VIC,3337,$551K,2,2,3,Beautiful residential property located in the heart of Victoria.,-37.695632,144.60802,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.695632,144.60802&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '25', '3337', '2 beds', '2 baths']"
"35 Harewood Mains Rd, Tooradin VIC 3980, Australia",Victoria,VIC,3980,$1083K,2,3,1,Beautiful residential property located in the heart of Victoria.,-38.207958,145.411906,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.207958,145.411906&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '35', '3980', '2 beds', '3 baths']"
"8 Karingal St, Altona VIC 3018, Australia",Victoria,VIC,3018,$825K,2,1,3,Beautiful residential property located in the heart of Victoria.,-37.864177,144.815026,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.864177,144.815026&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '8', '3018', '2 beds', '1 baths']"
"703 Boronia Rd, Wantirna VIC 3152, Australia",Victoria,VIC,3152,$850K,4,2,2,Beautiful residential property located in the heart of Victoria.,-37.847211,145.225166,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.847211,145.225166&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '703', '3152', '4 beds', '2 baths']"
"51 Johns Cres, Mount Evelyn VIC 3796, Australia",Victoria,VIC,3796,$524K,2,1,1,Beautiful residential property located in the heart of Victoria.,-37.786847,145.365802,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.786847,145.365802&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '51', '3796', '2 beds', '1 baths']"
"410 Officer S Rd, Officer South VIC 3809, Australia",Victoria,VIC,3809,$1006K,1,3,1,Beautiful residential property located in the heart of Victoria.,-38.093203,145.393051,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.093203,145.393051&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '410', '3809', '1 beds', '3 baths']"
"101 Manuka Rd, Berwick VIC 3806, Australia",Victoria,VIC,3806,$794K,4,2,2,Beautiful residential property located in the heart of Victoria.,-38.026612,145.366124,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.026612,145.366124&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '101', '3806', '4 beds', '2 baths']"
"34 Parrakeet Rd, Werribee VIC 3030, Australia",Victoria,VIC,3030,$1013K,3,2,1,Beautiful residential property located in the heart of Victoria.,-37.888958,144.677268,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.888958,144.677268&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '34', '3030', '3 beds', '2 baths']"
"435 Hopkins Rd, Rockbank VIC 3335, Australia",Victoria,VIC,3335,$319K,3,3,1,Beautiful residential property located in the heart of Victoria.,-37.756135,144.703179,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.756135,144.703179&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '435', '3335', '3 beds', '3 baths']"
"33 Station St, Ferntree Gully VIC 3156, Australia",Victoria,VIC,3156,$544K,4,3,1,Beautiful residential property located in the heart of Victoria.,-37.885598,145.293698,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.885598,145.293698&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '33', '3156', '4 beds', '3 baths']"
"25 Macquarie Dr, Thomastown VIC 3074, Australia",Victoria,VIC,3074,$678K,2,1,3,Beautiful residential property located in the heart of Victoria.,-37.690532,145.030622,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.690532,145.030622&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '25', '3074', '2 beds', '1 baths']"
"7D Cornwall Park Ct, Toolern Vale VIC 3337, Australia",Victoria,VIC,3337,$496K,1,1,2,Beautiful residential property located in the heart of Victoria.,-37.623866,144.537004,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.623866,144.537004&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '7d', '3337', '1 beds', '1 baths']"
"126 Cardigan Rd, Mooroolbark VIC 3138, Australia",Victoria,VIC,3138,$720K,3,2,3,Beautiful residential property located in the heart of Victoria.,-37.789277,145.330781,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.789277,145.330781&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '126', '3138', '3 beds', '2 baths']"
"575 Barry Rd, Broadmeadows VIC 3047, Australia",Victoria,VIC,3047,$880K,4,3,3,Beautiful residential property located in the heart of Victoria.,-37.665008,144.914018,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.665008,144.914018&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '575', '3047', '4 beds', '3 baths']"
"590 Heatherton Rd, Clayton South VIC 3172, Australia",Victoria,VIC,3172,$1154K,3,2,1,Beautiful residential property located in the heart of Victoria.,-37.961136,145.126023,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.961136,145.126023&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '590', '3172', '3 beds', '2 baths']"
"20 Avion Rise, South Morang VIC 3752, Australia",Victoria,VIC,3752,$483K,3,1,1,Beautiful residential property located in the heart of Victoria.,-37.639495,145.063321,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.639495,145.063321&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '20', '3752', '3 beds', '1 baths']"
"7 Airways St, Melbourne Airport VIC 3045, Australia",Victoria,VIC,3045,$959K,5,3,1,Beautiful residential property located in the heart of Victoria.,-37.670602,144.828613,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.670602,144.828613&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '7', '3045', '5 beds', '3 baths']"
"4 Iramoo Cct, Thornhill Park VIC 3335, Australia",Victoria,VIC,3335,$1065K,2,2,2,Beautiful residential property located in the heart of Victoria.,-37.734266,144.629053,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.734266,144.629053&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '4', '3335', '2 beds', '2 baths']"
"Village Baxter I L U, 8 Robinsons Rd, Frankston South VIC 3199, Australia",Victoria,VIC,3199,$786K,1,1,2,Beautiful residential property located in the heart of Victoria.,-38.177955,145.152298,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.177955,145.152298&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', 'village', '3199', '1 beds', '1 baths']"
"70 Barrabool Bvd, Mambourin VIC 3024, Australia",Victoria,VIC,3024,$345K,1,2,3,Beautiful residential property located in the heart of Victoria.,-37.891839,144.594761,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.891839,144.594761&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '70', '3024', '1 beds', '2 baths']"
"14 Augusta Way, Wallan VIC 3756, Australia",Victoria,VIC,3756,$516K,1,1,2,Beautiful residential property located in the heart of Victoria.,-37.396603,145.002708,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.396603,145.002708&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '14', '3756', '1 beds', '1 baths']"
"15 Nursery Ln, Blind Bight VIC 3980, Australia",Victoria,VIC,3980,$1011K,3,3,1,Beautiful residential property located in the heart of Victoria.,-38.196666,145.348079,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.196666,145.348079&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '15', '3980', '3 beds', '3 baths']"
"Home Farm, 2195 Mickleham Rd, Mickleham VIC 3064, Australia",Victoria,VIC,3064,$418K,4,1,2,Beautiful residential property located in the heart of Victoria.,-37.53889,144.878692,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.53889,144.878692&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', 'home', '3064', '4 beds', '1 baths']"
"50 Union St, Armadale VIC 3143, Australia",Victoria,VIC,3143,$565K,3,2,2,Beautiful residential property located in the heart of Victoria.,-37.859564,145.025741,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.859564,145.025741&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '50', '3143', '3 beds', '2 baths']"
"19 Sangre St, Truganina VIC 3029, Australia",Victoria,VIC,3029,$390K,5,1,2,Beautiful residential property located in the heart of Victoria.,-37.759502,144.695791,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.759502,144.695791&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '19', '3029', '5 beds', '1 baths']"
"41 Roberts St, Essendon VIC 3040, Australia",Victoria,VIC,3040,$919K,4,1,1,Beautiful residential property located in the heart of Victoria.,-37.751067,144.898287,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.751067,144.898287&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '41', '3040', '4 beds', '1 baths']"
"40 Holts Rd, Whittlesea VIC 3757, Australia",Victoria,VIC,3757,$752K,4,2,3,Beautiful residential property located in the heart of Victoria.,-37.445183,145.09475,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.445183,145.09475&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '40', '3757', '4 beds', '2 baths']"
"19 Nathan Ct, Leopold VIC 3224, Australia",Victoria,VIC,3224,$311K,5,2,3,Beautiful residential property located in the heart of Victoria.,-38.181619,144.464752,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.181619,144.464752&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '19', '3224', '5 beds', '2 baths']"
"86 Beaconsfield-Emerald Rd, Emerald VIC 3782, Australia",Victoria,VIC,3782,$1121K,5,3,1,Beautiful residential property located in the heart of Victoria.,-37.952692,145.462989,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.952692,145.462989&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '86', '3782', '5 beds', '3 baths']"
"13 Batesleigh Rd, Selby VIC 3159, Australia",Victoria,VIC,3159,$354K,5,3,1,Beautiful residential property located in the heart of Victoria.,-37.921891,145.376687,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.921891,145.376687&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '13', '3159', '5 beds', '3 baths']"
"180 Sunbury Rd, Bulla VIC 3428, Australia",Victoria,VIC,3428,$480K,5,3,2,Beautiful residential property located in the heart of Victoria.,-37.641431,144.819055,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.641431,144.819055&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '180', '3428', '5 beds', '3 baths']"
"19 Elwood Ave, Sunshine North VIC 3020, Australia",Victoria,VIC,3020,$748K,1,3,1,Beautiful residential property located in the heart of Victoria.,-37.756592,144.840545,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.756592,144.840545&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '19', '3020', '1 beds', '3 baths']"
"160 Brennans Rd E, Arthurs Creek VIC 3099, Australia",Victoria,VIC,3099,$359K,2,2,1,Beautiful residential property located in the heart of Victoria.,-37.572905,145.209739,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.572905,145.209739&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '160', '3099', '2 beds', '2 baths']"
"1504 Kilmore Rd, Bolinda VIC 3432, Australia",Victoria,VIC,3432,$1050K,1,2,2,Beautiful residential property located in the heart of Victoria.,-37.424625,144.731908,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.424625,144.731908&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '1504', '3432', '1 beds', '2 baths']"
"13 Gillow Grove, Doreen VIC 3754, Australia",Victoria,VIC,3754,$980K,2,3,2,Beautiful residential property located in the heart of Victoria.,-37.609294,145.132989,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.609294,145.132989&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '13', '3754', '2 beds', '3 baths']"
"12 Ardoch St, Essendon VIC 3040, Australia",Victoria,VIC,3040,$421K,5,1,3,Beautiful residential property located in the heart of Victoria.,-37.749251,144.921289,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.749251,144.921289&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '12', '3040', '5 beds', '1 baths']"
"146 Hilma St, Sunshine West VIC 3020, Australia",Victoria,VIC,3020,$892K,5,1,3,Beautiful residential property located in the heart of Victoria.,-37.79011,144.79288,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.79011,144.79288&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '146', '3020', '5 beds', '1 baths']"
"5 Broadhurst Ln, Wandong VIC 3758, Australia",Victoria,VIC,3758,$951K,4,1,2,Beautiful residential property located in the heart of Victoria.,-37.3506,145.020534,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.3506,145.020534&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '5', '3758', '4 beds', '1 baths']"
"2 Romeo Ct, Diggers Rest VIC 3427, Australia",Victoria,VIC,3427,$1126K,2,2,2,Beautiful residential property located in the heart of Victoria.,-37.648021,144.706721,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.648021,144.706721&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '2', '3427', '2 beds', '2 baths']"
"546 Hopkins Rd, Truganina VIC 3029, Australia",Victoria,VIC,3029,$1104K,3,2,1,Beautiful residential property located in the heart of Victoria.,-37.76782,144.702299,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.76782,144.702299&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '546', '3029', '3 beds', '2 baths']"
"510 Konagaderra Rd, Clarkefield VIC 3430, Australia",Victoria,VIC,3430,$588K,2,3,2,Beautiful residential property located in the heart of Victoria.,-37.521113,144.806,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.521113,144.806&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '510', '3430', '2 beds', '3 baths']"
"13-15 Walter Way, Cranbourne South VIC 3977, Australia",Victoria,VIC,3977,$890K,1,1,2,Beautiful residential property located in the heart of Victoria.,-38.157398,145.257167,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.157398,145.257167&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '13-15', '3977', '1 beds', '1 baths']"
"2 The Avenue, Hampton VIC 3188, Australia",Victoria,VIC,3188,$1022K,1,3,3,Beautiful residential property located in the heart of Victoria.,-37.929615,145.002049,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.929615,145.002049&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '2', '3188', '1 beds', '3 baths']"
"38 Dawson Ave, Brighton VIC 3186, Australia",Victoria,VIC,3186,$448K,3,2,2,Beautiful residential property located in the heart of Victoria.,-37.891843,144.98603,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.891843,144.98603&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '38', '3186', '3 beds', '2 baths']"
"2 Knowing Cl, Cranbourne West VIC 3977, Australia",Victoria,VIC,3977,$383K,3,2,1,Beautiful residential property located in the heart of Victoria.,-38.098064,145.261185,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.098064,145.261185&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '2', '3977', '3 beds', '2 baths']"
"340 Wallan Rd, Whittlesea VIC 3757, Australia",Victoria,VIC,3757,$448K,4,2,1,Beautiful residential property located in the heart of Victoria.,-37.486389,145.101511,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.486389,145.101511&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '340', '3757', '4 beds', '2 baths']"
"18 Daley St, Sunshine West VIC 3020, Australia",Victoria,VIC,3020,$496K,4,1,1,Beautiful residential property located in the heart of Victoria.,-37.784384,144.807493,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.784384,144.807493&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '18', '3020', '4 beds', '1 baths']"
"4 Nortons Ln, Wantirna South VIC 3152, Australia",Victoria,VIC,3152,$595K,3,2,3,Beautiful residential property located in the heart of Victoria.,-37.881354,145.198223,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.881354,145.198223&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '4', '3152', '3 beds', '2 baths']"
"240 Chadds Creek Rd, Strathewen VIC 3099, Australia",Victoria,VIC,3099,$584K,4,2,2,Beautiful residential property located in the heart of Victoria.,-37.528093,145.26815,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.528093,145.26815&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '240', '3099', '4 beds', '2 baths']"
"28 Viking Ct, Cheltenham VIC 3192, Australia",Victoria,VIC,3192,$1147K,5,2,1,Beautiful residential property located in the heart of Victoria.,-37.94987,145.06898,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.94987,145.06898&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '28', '3192', '5 beds', '2 baths']"
"1153 Ballan Rd, Manor Lakes VIC 3024, Australia",Victoria,VIC,3024,$1192K,2,1,1,Beautiful residential property located in the heart of Victoria.,-37.844243,144.568029,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.844243,144.568029&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '1153', '3024', '2 beds', '1 baths']"
"255 Camerons Ln, Beveridge VIC 3753, Australia",Victoria,VIC,3753,$1048K,4,3,3,Beautiful residential property located in the heart of Victoria.,-37.468244,144.935516,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.468244,144.935516&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '255', '3753', '4 beds', '3 baths']"
"39 Redwood Dr, Hoppers Crossing VIC 3029, Australia",Victoria,VIC,3029,$325K,5,1,1,Beautiful residential property located in the heart of Victoria.,-37.856593,144.69287,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.856593,144.69287&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '39', '3029', '5 beds', '1 baths']"
"15-19 Rowallan Ave, Harkaway VIC 3806, Australia",Victoria,VIC,3806,$1133K,1,1,3,Beautiful residential property located in the heart of Victoria.,-37.991798,145.356265,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.991798,145.356265&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '15-19', '3806', '1 beds', '1 baths']"
"3 Tania Pl, Ringwood North VIC 3134, Australia",Victoria,VIC,3134,$1110K,2,2,2,Beautiful residential property located in the heart of Victoria.,-37.790544,145.227795,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.790544,145.227795&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '3', '3134', '2 beds', '2 baths']"
"1060 Arthurs Creek Rd, Arthurs Creek VIC 3099, Australia",Victoria,VIC,3099,$793K,3,3,3,Beautiful residential property located in the heart of Victoria.,-37.571176,145.185309,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.571176,145.185309&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '1060', '3099', '3 beds', '3 baths']"
"202-208 Little Page St, Middle Park VIC 3206, Australia",Victoria,VIC,3206,$783K,4,1,1,Beautiful residential property located in the heart of Victoria.,-37.852837,144.96338,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.852837,144.96338&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '202-208', '3206', '4 beds', '1 baths']"
"21 Junee Ct, Hastings VIC 3915, Australia",Victoria,VIC,3915,$306K,3,3,1,Beautiful residential property located in the heart of Victoria.,-38.295667,145.179315,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.295667,145.179315&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '21', '3915', '3 beds', '3 baths']"
"17-19 Rosemary Ct, Mulgrave VIC 3170, Australia",Victoria,VIC,3170,$714K,1,2,2,Beautiful residential property located in the heart of Victoria.,-37.904453,145.156056,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.904453,145.156056&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '17-19', '3170', '1 beds', '2 baths']"
"14 Bowman Pl, Leopold VIC 3224, Australia",Victoria,VIC,3224,$1003K,2,2,3,Beautiful residential property located in the heart of Victoria.,-38.186026,144.472978,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.186026,144.472978&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '14', '3224', '2 beds', '2 baths']"
"10 Gosfield Rd, Hurstbridge VIC 3099, Australia",Victoria,VIC,3099,$364K,3,1,1,Beautiful residential property located in the heart of Victoria.,-37.6317,145.209698,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.6317,145.209698&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '10', '3099', '3 beds', '1 baths']"
"5 Messmate Ct, Emerald VIC 3782, Australia",Victoria,VIC,3782,$527K,1,2,2,Beautiful residential property located in the heart of Victoria.,-37.917937,145.458788,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.917937,145.458788&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '5', '3782', '1 beds', '2 baths']"
"299 Highlander Dr, Craigieburn VIC 3064, Australia",Victoria,VIC,3064,$407K,5,2,3,Beautiful residential property located in the heart of Victoria.,-37.570904,144.896609,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.570904,144.896609&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '299', '3064', '5 beds', '2 baths']"
"18 Porepunkah St, Mernda VIC 3754, Australia",Victoria,VIC,3754,$720K,4,2,2,Beautiful residential property located in the heart of Victoria.,-37.597341,145.073339,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.597341,145.073339&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '18', '3754', '4 beds', '2 baths']"
"10 Tremont Ct, Barwon Heads VIC 3227, Australia",Victoria,VIC,3227,$780K,2,1,2,Beautiful residential property located in the heart of Victoria.,-38.271142,144.492282,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.271142,144.492282&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '10', '3227', '2 beds', '1 baths']"
"2 Glass St, Richmond VIC 3121, Australia",Victoria,VIC,3121,$421K,4,1,2,Beautiful residential property located in the heart of Victoria.,-37.823618,145.005092,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.823618,145.005092&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '2', '3121', '4 beds', '1 baths']"
"111 Dixon Rd, Gisborne VIC 3437, Australia",Victoria,VIC,3437,$975K,4,2,1,Beautiful residential property located in the heart of Victoria.,-37.504999,144.559427,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.504999,144.559427&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '111', '3437', '4 beds', '2 baths']"
"20-24 Coonans Rd, Pascoe Vale South VIC 3044, Australia",Victoria,VIC,3044,$307K,4,1,1,Beautiful residential property located in the heart of Victoria.,-37.75009,144.935394,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.75009,144.935394&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '20-24', '3044', '4 beds', '1 baths']"
"2S Ridgeline Dr, Botanic Ridge VIC 3977, Australia",Victoria,VIC,3977,$616K,2,1,1,Beautiful residential property located in the heart of Victoria.,-38.147975,145.262717,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.147975,145.262717&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '2s', '3977', '2 beds', '1 baths']"
"6 Arthur St, Bentleigh VIC 3204, Australia",Victoria,VIC,3204,$1168K,3,3,1,Beautiful residential property located in the heart of Victoria.,-37.920112,145.042769,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.920112,145.042769&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '6', '3204', '3 beds', '3 baths']"
"10 Tuxen St, Balwyn North VIC 3104, Australia",Victoria,VIC,3104,$1015K,5,3,2,Beautiful residential property located in the heart of Victoria.,-37.795268,145.086575,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.795268,145.086575&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '10', '3104', '5 beds', '3 baths']"
"42 Greens Ln, Romsey VIC 3434, Australia",Victoria,VIC,3434,$565K,2,2,1,Beautiful residential property located in the heart of Victoria.,-37.372709,144.750772,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.372709,144.750772&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '42', '3434', '2 beds', '2 baths']"
